Id,SalePrice
1461,114222.00666242039
1462,157311.53264114237
1463,183804.47096684488
1464,202030.11870002135
1465,192538.68286854192
1466,168931.23158465058
1467,177831.10699354621
1468,162056.4981929479
1469,194900.1637481281
1470,115801.99523756279
1471,180187.87398387404
1472,96722.38069242756
1473,94657.51047853658
1474,142841.62712252492
1475,107873.50865343185
1476,359666.3456821866
1477,242148.00216536547
1478,287533.79677329573
1479,283719.5504083664
1480,504830.5369719191
1481,326843.2825456188
1482,211419.0325073357
1483,180058.2681716337
1484,161730.07378011532
1485,187823.45466990632
1486,193636.0070041395
1487,326514.5463799829
1488,228172.73050795682
1489,190149.40180658936
1490,245402.2265281765
1491,194682.58684601876
1492,90632.97124196145
1493,184310.96825881727
1494,294191.4816455234
1495,282444.88355832384
1496,232735.45551571323
1497,181728.82374039118
1498,172951.44983158424
1499,157575.02561254753
1500,154274.93220949688
1501,179978.41768520628
1502,141154.86369775663
1503,288919.58501055086
1504,240546.93125736795
1505,227542.60843613415
1506,189986.33793632613
1507,255294.80971230028
1508,200497.1228261903
1509,158443.1200352613
1510,144862.5111435523
1511,157340.05991826238
1512,175571.85438168122
1513,146223.11275446243
1514,161490.78011231948
1515,194733.8551502758
1516,156024.69063650892
1517,180585.03379844336
1518,130123.69378463556
1519,211358.68536909544
1520,124859.09212643736
1521,132253.5616173895
1522,175404.0717001508
1523,112771.8243465992
1524,127490.28657716057
1525,118875.00122551325
1526,112458.00705198971
1527,107175.72305339674
1528,140110.16696660168
1529,151687.4305069269
1530,198356.8138510708
1531,105084.90404577283
1532,95747.30415067593
1533,152928.40083760463
1534,126257.03941761983
1535,153232.07962939003
1536,109887.96601263517
1537,59177.00979213789
1538,150293.35486360497
1539,186588.4319303551
1540,91870.33641734217
1541,138532.297730317
1542,144309.14922214698
1543,186510.74601120016
1544,86211.30851166784
1545,114496.94193029327
1546,131117.56867621915
1547,128264.9895281256
1548,136458.66902559187
1549,116417.47693565133
1550,132110.92729525437
1551,108595.16052972789
1552,132682.52646034953
